FName str,LName str,Gender str,AreaCode int,Phone str,City str,State str,Zip int,MaritalStatus str,HasChild str,Salary int,Rate float,SingleExemp float,MarriedExemp float,ChildExemp float
Xingang,Hirowatar,M,405.0,,BIG CABIN,OK,74332.0,M,,30000.0,6.25,0.0,2000.0,1000.0
Seungho,Aleksandrov,M,516.0,891-9290,,NY,14733.0,S,,100000.0,4.5329266,0.0,0.0,0.0
Fay,Bolbourn,,208.0,828-6207,,ID,83653.0,M,Y,45000.0,7.8,0.0,6600.0,3300.0
Akiharu,Gitlin,M,631.0,970-3179,BRANT,NY,14027.0,S,Y,90000.0,4.475,0.0,0.0,1000.0
Eileen,Ramsdell,F,208.0,113-2631,FENN,ID,83531.0,M,Y,60000.0,7.8,0.0,6600.0,3300.0
Gererd,Jacquet,F,,816-8359,VILLARD,MN,56385.0,,N,10000.0,5.35,0.0,6600.0,
,,,307.0,395-6473,,WY,82717.0,M,N,25000.0,0.0,0.0,,0.0
Changjung,Worner,F,,203-6407,ENFIELD CENTER,NH,3749.0,S,N,,0.0,0.0,0.0,0.0
Kazuyuki,Cichosz,M,425.0,,ORIENT,WA,99160.0,M,Y,95000.0,0.0,0.0,0.0,0.0
Shiyi,Crestin,F,910.0,602-8330,FAITH,NC,28041.0,M,,85000.0,7.515734,0.0,6600.0,3300.0
Badrinath,Franaszczuk,F,469.0,260-1484,FORT WORTH,TX,76150.0,S,N,20000.0,0.0,0.0,0.0,0.0
Katsuro,,F,808.0,360-1964,SCHOFIELD BARRACKS,HI,96857.0,S,Y,90000.0,,1040.0,0.0,1040.0
Dadong,Zongker,F,907.0,706-7588,,AK,99517.0,S,N,85000.0,0.0,0.0,0.0,
Mathias,Swick,F,505.0,597-3371,HOBBS,NM,88241.0,S,Y,75000.0,5.3,3300.0,0.0,3300.0
Myung,Arnette,M,763.0,342-2494,SCANDIA,,55073.0,M,N,50000.0,6.9236393,,6600.0,0.0
Letha,Goswami,F,802.0,543-8814,BURLINGTON,,5405.0,S,Y,15000.0,3.6,3300.0,,3300.0
Birol,Joobbani,,701.0,726-6010,WHEATLAND,ND,,S,N,80000.0,2.68309,3300.0,0.0,0.0
Bostjan,Berk,F,502.0,,CAMPBELLSBURG,KY,40011.0,S,Y,50000.0,4.611111,20.0,0.0,20.0
Jatin,Nordahl,M,202.0,323-2568,PARCEL RETURN SERVICE,DC,56920.0,M,N,55000.0,9.0,0.0,2740.0,0.0
Matthew,D'Amiano,M,219.0,405-1775,SOUTH BEND,IN,46620.0,S,Y,55000.0,3.4,1000.0,0.0,1000.0
Arnd,Keustermans,F,,318-1488,SHONTO,AZ,86054.0,,N,25000.0,3.1025,,0.0,
Nagesh,Machine,F,316.0,872-8333,LACYGNE,KS,66040.0,,N,100000.0,6.45,2250.0,0.0,0.0
Saila,Aylett,F,202.0,617-9491,WASHINGTON,DC,20501.0,S,Y,80000.0,9.0,1370.0,0.0,1370.0
Kozi,Button,F,309.0,,HINCKLEY,IL,60520.0,S,N,95000.0,3.0,2000.0,0.0,0.0
,Azuma,M,574.0,607-2255,SEYMOUR,IN,47274.0,M,N,40000.0,3.4,0.0,2000.0,0.0
Merrill,Calvin,M,775.0,770-4970,HAWTHORNE,NV,,,Y,20000.0,0.0,0.0,0.0,0.0
Alicia,Rahm,M,318.0,854-2778,TIOGA,LA,71477.0,S,N,90000.0,,4500.0,0.0,0.0
Francky,Episkopou,F,,410-6195,BARRINGTON,,2806.0,S,Y,30000.0,0.0,0.0,0.0,0.0
Traytcho,Mijia,M,585.0,833-9055,,NY,10588.0,M,Y,25000.0,4.0984755,0.0,0.0,1000.0
Pushpa,Heering,M,202.0,621-2166,WASHINGTON,DC,20527.0,S,N,40000.0,9.0,1370.0,0.0,0.0
Raja,Weigand,,352.0,158-3208,ARCADIA,FL,,M,N,,0.0,0.0,0.0,0.0
Athanasios,Bays,M,270.0,859-8202,KNIFLEY,,42753.0,S,Y,100000.0,6.0,20.0,0.0,20.0
,Fujinami,F,907.0,119-3567,CHIGNIK,AK,99564.0,M,N,15000.0,0.0,,0.0,
Sieger,Rivenburgh,M,240.0,522-7152,BALTIMORE,MD,21203.0,S,Y,60000.0,4.75,2400.0,0.0,2400.0
Reiji,Reuter,F,407.0,142-4262,GAINESVILLE,FL,32601.0,M,Y,55000.0,0.0,0.0,0.0,0.0
Dhruba,Mancey,F,,809-7883,LACONIA,NH,3247.0,S,Y,15000.0,,0.0,0.0,0.0
Avi,,M,480.0,728-5667,TUCSON,AZ,85743.0,M,Y,75000.0,,0.0,4200.0,2300.0
Krishnaprasad,,M,832.0,,HOUSTON,TX,77079.0,S,Y,100000.0,0.0,0.0,,0.0
Elisabetta,Alhajj,M,939.0,867-5911,ARECIBO,PR,612.0,S,Y,10000.0,0.0,0.0,0.0,0.0
Mituhiro,Gobioff,M,302.0,883-7502,VIOLA,DE,19979.0,M,Y,,2.2,0.0,220.0,110.0
Tomonori,Collings,,808.0,127-2694,,HI,96786.0,M,N,15000.0,,0.0,2080.0,0.0
Timo,Cosmadopoulos,M,720.0,998-3951,EMPIRE,CO,80438.0,M,Y,30000.0,4.63,0.0,0.0,0.0
Ayodele,Juvan,M,401.0,,PROVIDENCE,RI,2903.0,M,N,,0.0,0.0,0.0,0.0
Shigeichi,Seghrouchni,F,573.0,741-7008,SAINT LOUIS,MO,,S,N,45000.0,6.0,2100.0,0.0,0.0
Jaeheon,Helscher,F,857.0,515-9744,WOBURN,MA,1813.0,M,N,45000.0,5.3,0.0,,0.0
,Osgood,F,208.0,,IDAHO FALLS,ID,,S,N,90000.0,7.8,3300.0,0.0,0.0
Hyunmin,,M,505.0,253-2037,CANONES,NM,87516.0,,Y,,5.3,0.0,6600.0,3300.0
,Alterman,M,864.0,462-2213,RUBY,SC,29741.0,S,N,20000.0,7.0,3300.0,0.0,
Jayanth,Sabnani,F,860.0,831-5585,NIANTIC,CT,6357.0,M,Y,35000.0,5.0,0.0,,0.0
Naoufel,Sandoz,M,660.0,150-6124,OLD MONROE,MO,63369.0,M,Y,20000.0,6.0,0.0,4200.0,1200.0
,Peshkin,F,207.0,,STEEP FALLS,ME,,M,N,15000.0,6.9580293,0.0,5700.0,0.0
,,F,276.0,227-5778,ARLINGTON,VA,22217.0,,Y,10000.0,3.875,0.0,,900.0
Hoang,Welling,M,512.0,157-8933,LIVINGSTON,TX,77351.0,M,Y,25000.0,0.0,0.0,0.0,0.0
Danielle,McCue,F,205.0,,PELL CITY,AL,35125.0,M,Y,40000.0,5.0,0.0,3000.0,300.0
Kasi,Juste,F,906.0,174-3163,EDMORE,,48829.0,,,20000.0,3.9,3100.0,0.0,3100.0
Mas,Verplaetse,M,580.0,985-7255,LENAPAH,OK,74042.0,S,,65000.0,6.25,1000.0,0.0,0.0
Roddy,Ianov,F,507.0,968-5624,CALUMET,MN,55716.0,S,N,95000.0,7.85,3300.0,0.0,0.0
Goh,Borchering,M,309.0,999-2892,CHAMPAIGN,IL,61822.0,,N,10000.0,3.0,2000.0,0.0,0.0
Edoardo,Spinner,F,918.0,991-9516,,OK,73541.0,S,N,30000.0,6.25,,0.0,0.0
Rushed,Lanza,F,843.0,792-9292,PLUM BRANCH,,29845.0,S,Y,40000.0,7.0,3300.0,0.0,3300.0
Belynda,Feller,,785.0,397-7736,FRONTENAC,KS,66763.0,S,N,35000.0,6.45,,0.0,0.0
Klaas,Howerton,F,802.0,868-8712,,VT,5731.0,S,N,10000.0,3.6,3300.0,0.0,0.0
Naomichi,Prochazka,F,708.0,753-4686,,IL,60468.0,S,Y,20000.0,3.0,2000.0,0.0,2000.0
Rangaswamy,Dolins,F,202.0,282-5003,WASHINGTON,DC,20436.0,M,N,25000.0,7.875,,,0.0
Horatiu,Tsvetovat,F,971.0,920-2792,HUBBARD,OR,97032.0,S,Y,,9.0,159.0,0.0,159.0
Sydney,Quigley,F,701.0,598-4933,,ND,58374.0,S,Y,85000.0,,3300.0,0.0,3300.0
CongDuc,Lautenschlager,F,401.0,121-1205,,RI,2861.0,S,N,20000.0,0.0,0.0,,0.0
Tasuro,Guernic,M,971.0,435-7261,CANBY,OR,97013.0,S,N,70000.0,9.0,159.0,0.0,0.0
Abdelsalam,Rahm,F,615.0,476-4281,,TN,37365.0,S,,85000.0,0.0,0.0,0.0,0.0
Sette,Kroener,F,580.0,529-4759,DURANT,OK,74701.0,M,N,100000.0,6.25,0.0,2000.0,0.0
Tapan,Chappell,M,606.0,870-1169,NEW LIBERTY,KY,40355.0,S,Y,,3.5,,0.0,20.0
Ora,Bottner,,414.0,401-1879,TOMAH,,54660.0,M,N,20000.0,4.7939067,0.0,1400.0,0.0
Nejib,Brodley,F,336.0,722-3949,MINERAL SPRINGS,NC,28108.0,M,,20000.0,6.1520977,0.0,6600.0,0.0
Raimond,,M,240.0,196-9417,BALTIMORE,,21231.0,S,Y,95000.0,4.75,2400.0,0.0,2400.0
Fangqing,Sejnowski,M,301.0,693-7736,LINTHICUM HEIGHTS,MD,21090.0,S,Y,80000.0,4.75,,0.0,2400.0
Nilanjan,Sokoler,F,660.0,,SAINT PATRICK,MO,,M,Y,80000.0,6.0,0.0,4200.0,1200.0
Yiya,Protasov,F,,887-4740,LITTLE CREEK,DE,19961.0,S,Y,50000.0,,110.0,0.0,110.0
Feniosky,,M,908.0,341-6240,JERSEY CITY,NJ,7307.0,S,Y,65000.0,2.1096876,1000.0,0.0,1500.0
Fan,Condotta,,614.0,851-8377,FORT LORAMIE,OH,45845.0,M,Y,55000.0,2.3717437,0.0,2600.0,1300.0
Xiadong,Cudia,M,234.0,,CHAUNCEY,OH,45719.0,S,N,20000.0,1.2099231,1300.0,0.0,0.0
Shail,Kearns,M,,956-7125,CHESTER,MT,59522.0,S,,60000.0,6.9,1900.0,0.0,1900.0
Thore,Ridoux,M,701.0,604-8907,MINOT,ND,58701.0,S,,90000.0,2.7990127,3300.0,0.0,3300.0
,Boy,F,769.0,699-8084,MOSS,MS,39460.0,M,N,65000.0,5.0,0.0,12000.0,0.0
Menas,Castro,,706.0,409-2597,,GA,30533.0,S,N,,6.0,2700.0,0.0,0.0
Xiaofeng,Raugh,M,787.0,244-8708,ISABELA,,662.0,M,N,,0.0,0.0,0.0,0.0
Yigit,Bogliolo,F,314.0,204-8627,EDGERTON,,64444.0,S,Y,90000.0,6.0,2100.0,0.0,1200.0
Satinder,Bercovich,,307.0,712-7950,SMOOT,WY,83126.0,M,Y,75000.0,0.0,0.0,0.0,0.0
Lasse,Bickford,F,406.0,565-9884,WESTBY,,59275.0,M,Y,35000.0,6.9,0.0,3800.0,1900.0
,,M,,752-2489,NORWAY,SC,29113.0,S,N,80000.0,7.0,3300.0,,0.0
HweeBong,Glas,F,484.0,,MESHOPPEN,PA,18630.0,S,N,95000.0,3.07,0.0,0.0,
Nripendra,Salvaneschi,M,440.0,542-9384,NORTH CANTON,OH,,M,,,2.8696666,0.0,2600.0,0.0
,Wehrenberg,F,719.0,,COLORADO SPRINGS,CO,80970.0,M,N,50000.0,,0.0,,0.0
Seijo,Rodman,F,856.0,620-3372,HANCOCKS BRIDGE,NJ,8038.0,S,Y,60000.0,2.0308332,1000.0,0.0,1500.0
Resve,Wygladala,F,336.0,152-1041,FAYETTEVILLE,NC,,M,Y,30000.0,6.361888,0.0,6600.0,3300.0
,Haack,F,980.0,463-3638,OLD FORT,NC,28762.0,S,Y,45000.0,6.6765733,3300.0,0.0,3300.0
Bing,Pecuchet,M,,,COLSTRIP,MT,59323.0,S,N,75000.0,6.9,1900.0,0.0,0.0
Sashidhar,Fiutem,F,479.0,547-5347,MADISON,AR,72359.0,M,,100000.0,7.0,0.0,40.0,0.0
Xiaolang,Schneeberger,F,304.0,206-1249,JOSEPHINE,WV,25857.0,M,N,80000.0,6.5,0.0,4000.0,
Nandyala,Grandbois,F,402.0,240-3272,LINCOLN,NE,68522.0,S,,100000.0,6.84,103.0,0.0,103.0
,,M,803.0,624-1132,DORCHESTER,SC,29437.0,M,,70000.0,7.0,0.0,6600.0,0.0
Venkatavasu,Virbel,M,620.0,211-6150,SAINT MARYS,KS,66536.0,M,Y,30000.0,6.45,0.0,4500.0,2250.0
,Beilner,F,808.0,953-9372,HONOLULU,,96825.0,M,Y,35000.0,,0.0,2080.0,1040.0
Elisha,Cherinka,,,480-8829,THOUSAND OAKS,CA,,M,N,70000.0,,0.0,,
,Rein,,435.0,814-8265,,UT,84534.0,S,N,20000.0,7.0,2475.0,0.0,0.0
Harvinder,Stolcke,,304.0,264-8472,WHITE SULPHUR SPRINGS,WV,24961.0,S,Y,90000.0,6.5,2000.0,0.0,2000.0
Wai,Dougan,M,802.0,951-9454,NORWICH,VT,5055.0,S,N,75000.0,4.4972854,3300.0,0.0,0.0
Wil,,F,,561-6085,HOMEWOOD,IL,60430.0,M,Y,80000.0,3.0,0.0,4000.0,2000.0
Amrit,Orphanoudakis,F,567.0,617-9470,SHREVE,OH,44676.0,S,N,65000.0,2.7036924,1300.0,0.0,0.0
Tjahjadi,Sarocky,M,,332-8698,CROCKETTS BLUFF,AR,72038.0,M,Y,45000.0,,,40.0,20.0
Hakan,Barjaktarovic,M,202.0,129-9380,WASHINGTON,DC,20531.0,S,N,10000.0,4.5,1370.0,0.0,
Synnove,Henton,M,414.0,739-2467,,WI,,M,N,20000.0,4.7939067,0.0,1400.0,0.0
Youseek,Stroup,F,,484-1453,MYLO,ND,58353.0,S,N,30000.0,2.1034775,3300.0,0.0,0.0
Galina,Legato,F,603.0,307-4636,GILMANTON,NH,3237.0,M,Y,10000.0,0.0,0.0,,0.0
Hitoshi,Ranst,M,,,AVERILL,VT,5901.0,,N,,4.7957172,0.0,6600.0,0.0
Yibing,Ballou,F,302.0,816-9673,,DE,19980.0,M,N,70000.0,5.95,0.0,220.0,0.0
Elke,Wiggers,M,901.0,864-7941,KENTON,TN,38233.0,,Y,80000.0,0.0,0.0,0.0,0.0
Feniosky,Reenskaug,M,603.0,647-5078,LINCOLN,NH,3251.0,S,Y,95000.0,0.0,0.0,0.0,0.0
Zhiwei,Kshemkalyani,F,316.0,376-4595,ATTICA,KS,67009.0,S,N,45000.0,6.45,2250.0,0.0,0.0
Friedemann,Gosh,M,952.0,515-3940,LEOTA,MN,56153.0,M,N,45000.0,6.6568303,0.0,6600.0,0.0
Suliman,Seneviratne,F,731.0,326-1802,MEMPHIS,TN,38101.0,,Y,80000.0,0.0,0.0,0.0,
Siegbert,Virbel,M,217.0,740-2830,NORTH HENDERSON,IL,61466.0,M,Y,30000.0,3.0,0.0,,2000.0
Barney,Kontogiorgos,,860.0,552-9116,BRIDGEWATER,CT,6752.0,S,Y,30000.0,5.0,12750.0,0.0,
Gino,Maslak,F,307.0,756-9989,ENCAMPMENT,WY,82325.0,M,Y,60000.0,0.0,0.0,0.0,0.0
Lizy,Srivastava,F,410.0,959-7587,BETHESDA,MD,20892.0,S,Y,,4.75,2400.0,0.0,2400.0
Jianer,,M,240.0,838-1038,HANCOCK,,21750.0,,N,,4.75,0.0,4800.0,0.0
Dolores,Seress,M,443.0,130-1462,CHESTER,MD,,M,N,20000.0,4.75,0.0,4800.0,0.0
Karem,Batliner,M,702.0,752-7372,LAUGHLIN,NV,89028.0,S,Y,65000.0,0.0,0.0,0.0,0.0
Amy,DiPippo,F,308.0,948-6842,SWANTON,NE,68445.0,M,,20000.0,5.685643,0.0,206.0,103.0
Antonija,Esteves,F,304.0,774-9435,TWILIGHT,WV,25204.0,S,N,5000.0,3.0,2000.0,0.0,0.0
Maryam,Yamnitsky,,864.0,987-4034,DUNCAN,SC,,M,Y,10000.0,5.752432,0.0,6600.0,3300.0
Joao,Kavvadias,F,630.0,831-3469,LOVEJOY,IL,,M,Y,10000.0,3.0,0.0,4000.0,2000.0
Gaetano,,F,443.0,974-9270,SEVERNA PARK,MD,21146.0,S,Y,5000.0,4.75,2400.0,0.0,2400.0
MenChow,Puterman,M,918.0,326-3528,FELT,OK,,S,N,55000.0,6.25,1000.0,0.0,
Hirotsugo,,,402.0,604-7422,MC COOK,NE,69001.0,S,Y,45000.0,6.84,,0.0,103.0
Mitsuhiko,Penn,M,443.0,662-3840,ACCOKEEK,MD,20607.0,M,N,70000.0,,0.0,,0.0
Stefanos,Stansfield,F,478.0,388-3195,ATLANTA,GA,30312.0,S,N,85000.0,6.0,2700.0,0.0,
Xiong,Saffell,F,828.0,161-4954,MONTREAT,,28757.0,S,Y,15000.0,6.0472026,3300.0,0.0,3300.0
,,F,313.0,246-2888,CARNEY,MI,49812.0,S,,70000.0,,3100.0,0.0,
Ellis,Gubsky,,316.0,244-3415,MULLINVILLE,KS,67109.0,M,N,55000.0,6.45,0.0,4500.0,0.0
Yasutaka,Mateescu,M,,,RUTH,NV,89319.0,S,N,70000.0,0.0,0.0,0.0,0.0
,Hadfield,M,512.0,,MERETA,TX,76940.0,S,Y,50000.0,0.0,0.0,0.0,0.0
,Verspoor,F,,958-7778,PROPHETSTOWN,IL,61277.0,S,N,100000.0,3.0,2000.0,0.0,0.0
Monagur,Trachtenberg,F,505.0,558-3103,,NM,87001.0,M,N,75000.0,5.3,0.0,6600.0,0.0
Lamber,Bennet,F,585.0,579-6848,YORKSHIRE,NY,14173.0,S,Y,95000.0,,0.0,0.0,1000.0
Gheith,Guerriero,F,860.0,545-9252,CORNWALL BRIDGE,,6754.0,M,Y,85000.0,5.0,0.0,24500.0,0.0
Aleksandar,Beretta,F,215.0,168-9867,WALNUT BOTTOM,PA,17266.0,,N,,,,0.0,0.0
Glenn,Eskilson,,228.0,200-6258,PASCAGOULA,MS,39595.0,S,N,80000.0,5.0,6000.0,0.0,0.0
Jae,Schallart,F,339.0,388-8102,ASHBURNHAM,MA,1430.0,M,N,50000.0,5.3,0.0,,0.0
Jack,Shimohara,F,225.0,471-3765,MONROE,LA,71217.0,S,Y,70000.0,6.0,4500.0,0.0,1000.0
Shlomi,Bottou,,307.0,678-2161,SHELL,WY,82441.0,M,Y,5000.0,0.0,0.0,0.0,0.0
,Cleary,M,229.0,296-2592,ROME,GA,30162.0,M,N,55000.0,6.0,0.0,5400.0,0.0
Fracisco,Corso,M,760.0,347-5533,YORBA LINDA,CA,92887.0,S,N,100000.0,9.3,87.0,0.0,0.0
Xingong,Brodnik,,,706-8239,FILER,ID,83328.0,M,Y,,,0.0,6600.0,3300.0
Mannes,,M,518.0,804-4748,WEST BURLINGTON,NY,13482.0,S,N,70000.0,4.359146,,0.0,0.0
Khodi,Vanegas,M,,494-5644,JACKSON,WY,83002.0,M,N,20000.0,,0.0,0.0,0.0
Ortrud,Cardinael,M,417.0,219-3721,,MO,63934.0,M,Y,35000.0,6.0,0.0,4200.0,1200.0
Pau,Smalley,F,662.0,439-5338,BLUE SPRINGS,MS,38828.0,,N,30000.0,,6000.0,0.0,0.0
Oreste,Armando,F,952.0,421-4319,,MN,,,Y,90000.0,7.85,0.0,6600.0,
Wanghong,Terekhov,F,419.0,,SPRINGFIELD,OH,45502.0,,N,20000.0,1.2099231,0.0,2600.0,0.0
Josina,Krzesinski,F,203.0,447-9730,WEST HARTFORD,CT,6137.0,S,N,30000.0,5.0,12750.0,0.0,0.0
Shelton,Weishar,F,202.0,,WASHINGTON,DC,20591.0,S,,65000.0,9.0,1370.0,0.0,0.0
Hichem,Zizka,,203.0,118-4482,BRIDGEPORT,CT,6699.0,S,N,65000.0,,12750.0,0.0,0.0
Motomichi,Karr,M,603.0,530-6389,COLEBROOK,NH,3576.0,M,,40000.0,0.0,0.0,0.0,0.0
Dinos,Birsak,M,504.0,296-5938,BATON ROUGE,LA,70893.0,M,N,5000.0,2.0,0.0,9000.0,0.0
Yoshikuni,Coppini,M,704.0,200-9262,PENDLETON,NC,,M,N,10000.0,6.0,,6600.0,0.0
Jeane,Karlapalem,,520.0,338-1898,MESA,AZ,85277.0,M,Y,95000.0,4.1875,0.0,4200.0,2300.0
Theodor,Parker,M,,384-1672,SAN JUAN,PR,908.0,M,N,70000.0,0.0,0.0,0.0,0.0
Heon,Dhagat,M,864.0,638-2541,GAFFNEY,SC,29342.0,M,N,85000.0,7.0,0.0,6600.0,0.0
Rusong,Cypher,M,757.0,544-8763,HAMPTON,VA,23665.0,S,Y,65000.0,5.75,900.0,0.0,900.0
Rama,Wafin,M,202.0,565-9815,WASHINGTON,DC,20407.0,S,N,25000.0,7.875,1370.0,,0.0
Sukoya,,M,203.0,286-5275,TACONIC,CT,6079.0,,Y,60000.0,5.0,0.0,24500.0,0.0
,Wenocur,F,503.0,260-1564,GILCHRIST,OR,97737.0,M,N,75000.0,9.0,0.0,318.0,
Yannik,Tanemo,F,404.0,312-1694,MILLEDGEVILLE,GA,31061.0,S,Y,55000.0,6.0,2700.0,0.0,3000.0
Youseek,,F,951.0,100-2205,WOODLAND HILLS,CA,,S,Y,30000.0,6.590543,87.0,0.0,272.0
Guoxiang,Rosiles,,802.0,,JERICHO,VT,5465.0,M,Y,100000.0,4.994672,0.0,6600.0,
Rudy,Gruenberg,F,202.0,758-2873,WASHINGTON,DC,20576.0,M,N,100000.0,9.0,0.0,2740.0,0.0
Barbora,Tulett,M,308.0,971-3688,BURR,NE,,S,N,10000.0,3.9097095,103.0,0.0,
Debbie,Schmies,M,307.0,208-5169,OPAL,WY,83124.0,,,,0.0,,0.0,0.0
Christoforos,Felice,M,,,KERNERSVILLE,NC,27285.0,M,N,50000.0,6.7814684,0.0,6600.0,0.0
Nan,Bennet,,803.0,373-9528,CHARLESTON,SC,29403.0,S,N,10000.0,5.752432,3300.0,,0.0
Shunge,Senzako,M,,591-3105,,IL,61369.0,M,N,5000.0,3.0,0.0,4000.0,0.0
Kieran,Herlea,M,435.0,887-6808,HURRICANE,UT,84737.0,S,N,,7.0,2475.0,0.0,
Alban,Gabrielli,F,626.0,598-2388,DUARTE,CA,91009.0,S,N,35000.0,7.7709284,87.0,0.0,0.0
Carolyn,Marchukov,F,251.0,511-8672,PINE APPLE,AL,36768.0,S,Y,65000.0,5.0,1500.0,0.0,300.0
,,M,347.0,262-8468,QUEENS VILLAGE,NY,,M,,25000.0,4.0984755,0.0,0.0,1000.0
Huaiyuan,Lundelius,,843.0,265-3953,HEATH SPRINGS,SC,29058.0,S,Y,45000.0,7.0,,0.0,3300.0
Andry,Joobbani,M,713.0,354-7011,SHINER,TX,77984.0,M,N,50000.0,0.0,0.0,0.0,0.0
Hatem,Enselme,F,401.0,571-6180,PEACE DALE,RI,2883.0,M,Y,,0.0,0.0,0.0,0.0
Wiebren,,M,401.0,245-9575,,RI,2801.0,M,Y,15000.0,0.0,0.0,,0.0
,Machta,M,603.0,248-5814,,NH,,S,N,50000.0,0.0,0.0,0.0,0.0
Xing,Lageweg,,207.0,,MILFORD,ME,4461.0,S,Y,,8.5,2850.0,0.0,2850.0
Zheng,Sensen,F,405.0,,GROVE,OK,,,N,45000.0,6.25,1000.0,0.0,0.0
Tapani,Traupe,F,630.0,130-5569,,IL,60532.0,,Y,35000.0,3.0,2000.0,0.0,2000.0
Madhusudhan,Tuozzi,M,304.0,261-1348,SAINT MARYS,WV,,S,N,95000.0,6.5,2000.0,0.0,0.0
Sarosh,Jacopini,F,307.0,245-7181,ROCK RIVER,WY,82083.0,M,Y,15000.0,0.0,0.0,0.0,0.0
Aristides,Rajamony,M,979.0,285-3655,SULPHUR SPRINGS,TX,75483.0,S,Y,65000.0,0.0,0.0,0.0,0.0
M'hamed,,M,218.0,612-8959,MINNEAPOLIS,MN,55439.0,,N,,7.1904483,0.0,6600.0,0.0
Muralidhara,Lavie,F,501.0,308-9698,ARMOREL,AR,72310.0,M,Y,15000.0,3.773037,0.0,40.0,20.0
,Hammami,F,505.0,195-7099,STANLEY,NM,,S,Y,40000.0,,3300.0,0.0,3300.0
Gaisi,Sobieski,F,318.0,,MERRYVILLE,LA,70653.0,M,Y,50000.0,,0.0,9000.0,1000.0
Mingsheng,Birtle,M,414.0,747-4325,FREMONT,WI,54940.0,M,N,85000.0,5.9232907,0.0,1400.0,0.0
Imara,Zirkelbach,M,802.0,227-1986,BELMONT,VT,5730.0,M,N,15000.0,3.6,0.0,6600.0,0.0
,Potthoff,M,765.0,,NEW ALBANY,IN,47150.0,S,Y,40000.0,3.4,1000.0,0.0,1000.0
Peter,Solovay,M,,662-7827,KIMBOLTON,OH,43749.0,S,N,60000.0,2.537718,1300.0,0.0,0.0
,Stround,M,502.0,431-5319,MARTHA,,41159.0,M,Y,15000.0,2.6666667,0.0,40.0,20.0
,Bilotta,F,405.0,700-9506,ELK CITY,OK,73644.0,M,N,60000.0,6.25,0.0,2000.0,0.0
Akiharu,Volovik,M,870.0,649-2530,LONDON,AR,72847.0,M,N,100000.0,7.0,0.0,40.0,0.0
Anup,Pordesch,F,270.0,392-3454,MOUNT STERLING,KY,40353.0,S,Y,55000.0,4.888889,20.0,0.0,20.0
Marinos,Rich,F,720.0,623-5987,HILLROSE,CO,80733.0,S,N,25000.0,4.63,0.0,,0.0
Nevio,Vuskovic,F,307.0,802-2399,JACKSON,WY,,M,Y,25000.0,,0.0,0.0,0.0
Raymond,Rips,F,224.0,559-1177,,IL,62655.0,M,Y,80000.0,3.0,0.0,4000.0,2000.0
,,M,,338-2338,KENILWORTH,NJ,7033.0,M,N,20000.0,1.4,0.0,2000.0,0.0
Vinny,Simplot,F,,902-5296,TURTON,SD,57477.0,S,N,,0.0,0.0,0.0,0.0
Yoriko,Sudbeck,M,,179-1560,AUBURN,NH,3032.0,S,Y,10000.0,0.0,0.0,0.0,0.0
Charlotte,Nishizeki,F,801.0,101-9301,GLENDALE,UT,84729.0,S,N,25000.0,,2475.0,0.0,0.0
Varsha,Holdridge,F,904.0,586-3848,LAKELAND,FL,33805.0,S,Y,100000.0,0.0,0.0,0.0,0.0
Willa,Pintz,M,719.0,633-9215,SAGUACHE,CO,81149.0,M,Y,,4.63,0.0,0.0,0.0
Renny,Kochskamper,F,580.0,540-7108,PRYOR,OK,74361.0,S,N,60000.0,6.25,1000.0,0.0,0.0
Tianqing,Gustavson,M,802.0,667-5005,MARSHFIELD,VT,5658.0,M,Y,35000.0,3.7014668,0.0,6600.0,3300.0
Hodong,Biso,M,608.0,851-6735,GREEN BAY,WI,54306.0,M,N,,5.228285,0.0,1400.0,0.0
Yohtaro,Baxter,,413.0,837-7260,QUINCY,MA,2169.0,M,Y,50000.0,5.3,0.0,7150.0,1000.0
Hyuk,Sedobgo,F,308.0,868-3882,BAYARD,NE,69334.0,S,N,,6.5736103,103.0,0.0,0.0
Winfried,Kusakari,,715.0,347-9576,CLINTONVILLE,WI,54929.0,,Y,35000.0,5.0545335,700.0,0.0,400.0
Samuli,Pavlotskaya,M,,,TABIONA,UT,84072.0,S,N,60000.0,7.0,2475.0,0.0,0.0
,,F,262.0,654-1949,MILWAUKEE,WI,53278.0,S,Y,45000.0,5.228285,700.0,0.0,400.0
Sungju,Mackenthun,,401.0,439-9728,PAWTUCKET,RI,2860.0,M,N,35000.0,0.0,0.0,0.0,0.0
,Laqua,M,,826-5399,GREENVILLE,NH,3048.0,M,N,,0.0,0.0,0.0,0.0
Tucker,Tahe,,,916-1943,TULARE,CA,93275.0,M,Y,50000.0,9.3,0.0,174.0,272.0
Kerstin,Dehene,F,,444-5973,OKLAHOMA CITY,OK,73179.0,M,Y,10000.0,6.25,0.0,2000.0,
Kaoru,Dykema,M,541.0,348-1687,SALEM,OR,97309.0,M,Y,25000.0,9.0,0.0,318.0,159.0
Carrel,Landvogt,M,203.0,548-9905,NEW HAVEN,CT,6530.0,S,N,55000.0,5.0,,,0.0
Valter,Rozen,M,574.0,739-8571,MEROM,IN,47861.0,S,Y,,3.4,1000.0,0.0,1000.0
Nabanita,Wettschereck,M,901.0,794-3796,HARTFORD,,37753.0,M,Y,50000.0,0.0,0.0,0.0,0.0
